Order_ID,Order_Date,Shipment_ID,Shipment_Date,Tax_Calculated_Date (UTC),Posted_Date,Marketplace,Merchant_ID,Fulfillment,ASIN,SKU,Transaction_Type,Tax_Collection_Model,Tax_Collection_Responsible_Party,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Total_Tax_Collected_By_Amazon,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,Display_Promo_Amount,Display_Promo_Tax_Inclusive,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Tax_Amount_Collected_By_Amazon,Taxed_Jurisdiction_Tax_Rate,Tax_Category,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount
111-7570316-7045800,2024-07-17+00:00,GHmTzWZCT,2024-08-01+00:00,2024-07-31+13:33:06,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLT1M4,9G-G0I5-R3KO,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,71.95,0.0,71.95,0.0,4.1,OUR_PRICE,Baltimore,MD,US,21224,215100040.0,ELIZABETHTOWN,PA,US,17022-9057,390430000.0,390430000.0,ShipTo,State,PA,,,Y,0.0,0.0,-3.6,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,4.1,0.06,Tax,Sales and Use Tax,Taxable,0.0,68.35
111-7570316-7045800,2024-07-17+00:00,GHmTzWZCT,2024-08-01+00:00,2024-07-31+13:33:06,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLT1M4,9G-G0I5-R3KO,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,71.95,0.0,71.95,,,OUR_PRICE,Baltimore,MD,US,21224,215100040.0,ELIZABETHTOWN,PA,US,17022-9057,390430000.0,390430000.0,ShipTo,City,NOT APPLICABLE,,,Y,0.0,0.0,-3.6,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,68.35,0.0
111-7570316-7045800,2024-07-17+00:00,GHmTzWZCT,2024-08-01+00:00,2024-07-31+13:33:06,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLT1M4,9G-G0I5-R3KO,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,71.95,0.0,71.95,,,OUR_PRICE,Baltimore,MD,US,21224,215100040.0,ELIZABETHTOWN,PA,US,17022-9057,390430000.0,390430000.0,ShipTo,County,NOT APPLICABLE,,,Y,0.0,0.0,-3.6,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,68.35,0.0
111-7570316-7045800,2024-07-17+00:00,GHmTzWZCT,2024-08-01+00:00,2024-07-31+13:33:06,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLT1M4,9G-G0I5-R3KO,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,71.95,0.0,71.95,,,OUR_PRICE,Baltimore,MD,US,21224,215100040.0,ELIZABETHTOWN,PA,US,17022-9057,390430000.0,390430000.0,ShipTo,District,NOT APPLICABLE,,,Y,0.0,0.0,-3.6,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,68.35,0.0
114-2289809-5477818,2024-07-25+00:00,G789hpWGT,2024-08-01+00:00,2024-07-31+17:43:15,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B09R44C72Q,GLMP-3,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,29.95,0.0,29.95,0.0,1.74,OUR_PRICE,Dallas,TX,US,75261-4034,441130000.0,VAIL,AZ,US,85641-2262,30190000.0,30190000.0,ShipTo,State,AZ,,,Y,0.0,0.0,-1.5,PromotionIdAndCouponCode,0.0,794972911.0,Self Funded,ReductionInTaxableBasis,,1.6,0.056,Tax,Transaction Privilege and Use Tax,Taxable,0.0,28.45
114-2289809-5477818,2024-07-25+00:00,G789hpWGT,2024-08-01+00:00,2024-07-31+17:43:15,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B09R44C72Q,GLMP-3,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,29.95,0.0,29.95,,,OUR_PRICE,Dallas,TX,US,75261-4034,441130000.0,VAIL,AZ,US,85641-2262,30190000.0,30190000.0,ShipTo,City,NOT APPLICABLE,,,Y,0.0,0.0,-1.5,PromotionIdAndCouponCode,0.0,794972911.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,28.45,0.0
114-2289809-5477818,2024-07-25+00:00,G789hpWGT,2024-08-01+00:00,2024-07-31+17:43:15,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B09R44C72Q,GLMP-3,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,29.95,0.0,29.95,,,OUR_PRICE,Dallas,TX,US,75261-4034,441130000.0,VAIL,AZ,US,85641-2262,30190000.0,30190000.0,ShipTo,County,PIMA,,,Y,0.0,0.0,-1.5,PromotionIdAndCouponCode,0.0,794972911.0,Self Funded,ReductionInTaxableBasis,,0.14,0.005,Tax,Local Transaction Privilege Tax,Taxable,0.0,28.45
114-2289809-5477818,2024-07-25+00:00,G789hpWGT,2024-08-01+00:00,2024-07-31+17:43:15,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B09R44C72Q,GLMP-3,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,29.95,0.0,29.95,,,OUR_PRICE,Dallas,TX,US,75261-4034,441130000.0,VAIL,AZ,US,85641-2262,30190000.0,30190000.0,ShipTo,District,NOT APPLICABLE,,,Y,0.0,0.0,-1.5,PromotionIdAndCouponCode,0.0,794972911.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,28.45,0.0
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,0.0,3.41,OUR_PRICE,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,State,NM,,,,,,,,,,,,,2.05,0.04875,Tax,Gross Receipts and Compensating Tax,Taxable,0.0,41.95
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,City,BLOOMFIELD,,,,,,,,,,,,,0.84,0.02,Tax,Local Gross Receipts Tax,Taxable,0.0,41.95
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,County,SAN JUAN,,,,,,,,,,,,,0.52,0.0125,Tax,Local Gross Receipts Tax,Taxable,0.0,41.95
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,41.95,0.0
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,2.9,0.0,2.9,0.0,0.0,SHIPPING,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,State,NM,,,Y,0.0,0.0,-2.9,PromotionIdAndCouponCode,0.0,145219181.0,Self Funded,ReductionInTaxableBasis,,0.0,0.04875,Tax,Gross Receipts and Compensating Tax,Taxable,0.0,0.0
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,2.9,0.0,2.9,,,SHIPPING,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,City,BLOOMFIELD,,,Y,0.0,0.0,-2.9,PromotionIdAndCouponCode,0.0,145219181.0,Self Funded,ReductionInTaxableBasis,,0.0,0.02,Tax,Local Gross Receipts Tax,Taxable,0.0,0.0
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,2.9,0.0,2.9,,,SHIPPING,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,County,SAN JUAN,,,Y,0.0,0.0,-2.9,PromotionIdAndCouponCode,0.0,145219181.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0125,Tax,Local Gross Receipts Tax,Taxable,0.0,0.0
111-8266964-8954647,2024-07-29+00:00,GsPpf9zjT,2024-08-01+00:00,2024-07-31+19:14:53,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,2.9,0.0,2.9,,,SHIPPING,GOODYEAR,AZ,US,85338,30130983.0,BLOOMFIELD,NM,US,87413-6625,320450400.0,320450400.0,ShipTo,District,NOT APPLICABLE,,,Y,0.0,0.0,-2.9,PromotionIdAndCouponCode,0.0,145219181.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,NonTaxable,0.0,0.0
112-4397131-6051440,2024-07-31+00:00,GWTtDf2ST,2024-08-01+00:00,2024-07-31+21:32:52,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLMNHE,8K-8F6S-UM57,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,94.95,0.0,94.95,0.0,7.36,OUR_PRICE,LAS VEGAS,NV,US,89115-1935,290030090.0,CEDAR GLEN,CA,US,92321-0323,50710000.0,50710000.0,ShipTo,State,CA,,,,,,,,,,,,,5.7,0.06,Tax,Sales and Use Tax,Taxable,0.0,94.95
112-4397131-6051440,2024-07-31+00:00,GWTtDf2ST,2024-08-01+00:00,2024-07-31+21:32:52,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLMNHE,8K-8F6S-UM57,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,94.95,0.0,94.95,,,OUR_PRICE,LAS VEGAS,NV,US,89115-1935,290030090.0,CEDAR GLEN,CA,US,92321-0323,50710000.0,50710000.0,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,94.95,0.0
112-4397131-6051440,2024-07-31+00:00,GWTtDf2ST,2024-08-01+00:00,2024-07-31+21:32:52,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLMNHE,8K-8F6S-UM57,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,94.95,0.0,94.95,,,OUR_PRICE,LAS VEGAS,NV,US,89115-1935,290030090.0,CEDAR GLEN,CA,US,92321-0323,50710000.0,50710000.0,ShipTo,County,SAN BERNARDINO,,,,,,,,,,,,,1.19,0.0125,Tax,Local Sales and Use Tax,Taxable,0.0,94.95
112-4397131-6051440,2024-07-31+00:00,GWTtDf2ST,2024-08-01+00:00,2024-07-31+21:32:52,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B004TLMNHE,8K-8F6S-UM57,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,94.95,0.0,94.95,,,OUR_PRICE,LAS VEGAS,NV,US,89115-1935,290030090.0,CEDAR GLEN,CA,US,92321-0323,50710000.0,50710000.0,ShipTo,District,TRANSPORTATION AUTHORITY (SBER),,,,,,,,,,,,,0.47,0.005,Tax,Local Sales and Use Tax,Taxable,0.0,94.95
112-4058694-3771426,2024-07-10+00:00,GBcN8gpBx,2024-08-01+00:00,2024-07-22+21:03:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,REFUND,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,-42.95,0.0,-3.16,OUR_PRICE,STATEN ISLAND,NY,US,10314-7120,330852010.0,Coshocton,OH,US,43812,360310590.0,360310590.0,ShipTo,State,OH,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,-2.34,0.0575,Tax,Sales and Use Tax,Taxable,0.0,-40.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,422800321.0,Amazon Funded Discount US,NoReductionInTaxabaleBasis,,,,,,,,
112-4058694-3771426,2024-07-10+00:00,GBcN8gpBx,2024-08-01+00:00,2024-07-22+21:03:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,REFUND,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,-42.95,,,OUR_PRICE,STATEN ISLAND,NY,US,10314-7120,330852010.0,Coshocton,OH,US,43812,360310590.0,360310590.0,ShipTo,City,NOT APPLICABLE,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,-40.8,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,422800321.0,Amazon Funded Discount US,NoReductionInTaxabaleBasis,,,,,,,,
112-4058694-3771426,2024-07-10+00:00,GBcN8gpBx,2024-08-01+00:00,2024-07-22+21:03:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,REFUND,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,-42.95,,,OUR_PRICE,STATEN ISLAND,NY,US,10314-7120,330852010.0,Coshocton,OH,US,43812,360310590.0,360310590.0,ShipTo,County,COSHOCTON,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,-0.82,0.02,Tax,Local Sales and Use Tax,Taxable,0.0,-40.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,422800321.0,Amazon Funded Discount US,NoReductionInTaxabaleBasis,,,,,,,,
112-4058694-3771426,2024-07-10+00:00,GBcN8gpBx,2024-08-01+00:00,2024-07-22+21:03:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,REFUND,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,-42.95,,,OUR_PRICE,STATEN ISLAND,NY,US,10314-7120,330852010.0,Coshocton,OH,US,43812,360310590.0,360310590.0,ShipTo,District,NOT APPLICABLE,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,-40.8,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,2.15,PromotionIdAndCouponCode,0.0,422800321.0,Amazon Funded Discount US,NoReductionInTaxabaleBasis,,,,,,,,
111-1889750-1425865,2024-07-28+00:00,GvTK5Nw3T,2024-08-01+00:00,2024-07-31+15:46:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B08R5TFQDG,GlycanAid HA-300,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,154.95,0.0,154.95,0.0,12.78,OUR_PRICE,Tracy,CA,US,95304-9370,50773610.0,BURLESON,TX,US,76028-3636,444390000.0,444390000.0,ShipTo,State,TX,,,,,,,,,,,,,9.68,0.0625,Tax,Sales and Use Tax,Taxable,0.0,154.95
111-1889750-1425865,2024-07-28+00:00,GvTK5Nw3T,2024-08-01+00:00,2024-07-31+15:46:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B08R5TFQDG,GlycanAid HA-300,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,154.95,0.0,154.95,,,OUR_PRICE,Tracy,CA,US,95304-9370,50773610.0,BURLESON,TX,US,76028-3636,444390000.0,444390000.0,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,154.95,0.0
111-1889750-1425865,2024-07-28+00:00,GvTK5Nw3T,2024-08-01+00:00,2024-07-31+15:46:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B08R5TFQDG,GlycanAid HA-300,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,154.95,0.0,154.95,,,OUR_PRICE,Tracy,CA,US,95304-9370,50773610.0,BURLESON,TX,US,76028-3636,444390000.0,444390000.0,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,154.95,0.0
111-1889750-1425865,2024-07-28+00:00,GvTK5Nw3T,2024-08-01+00:00,2024-07-31+15:46:02,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B08R5TFQDG,GlycanAid HA-300,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,154.95,0.0,154.95,,,OUR_PRICE,Tracy,CA,US,95304-9370,50773610.0,BURLESON,TX,US,76028-3636,444390000.0,444390000.0,ShipTo,District,TARRANT COUNTY EMERGENCY SERVICES DISTRICT NO. 1,,,,,,,,,,,,,3.1,0.02,Tax,Local Sales and Use Tax,Taxable,0.0,154.95
111-3094591-4984211,2024-07-31+00:00,GxQL71glT,2024-08-01+00:00,2024-08-01+01:23:26,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B00DM9P9M0,693554602600,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,0.0,3.72,OUR_PRICE,North Andover,MA,US,01845-1015,220093590.0,WHITESTONE,NY,US,11357-3155,330812010.0,330812010.0,ShipTo,State,NY,,,,,,,,,,,,,1.68,0.04,Tax,Sales and Compensating Use Tax,Taxable,0.0,41.95
111-3094591-4984211,2024-07-31+00:00,GxQL71glT,2024-08-01+00:00,2024-08-01+01:23:26,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B00DM9P9M0,693554602600,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,North Andover,MA,US,01845-1015,220093590.0,WHITESTONE,NY,US,11357-3155,330812010.0,330812010.0,ShipTo,City,NEW YORK,,,,,,,,,,,,,1.88,0.045,Tax,Local Sales and Use Tax,Taxable,0.0,41.95
111-3094591-4984211,2024-07-31+00:00,GxQL71glT,2024-08-01+00:00,2024-08-01+01:23:26,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B00DM9P9M0,693554602600,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,North Andover,MA,US,01845-1015,220093590.0,WHITESTONE,NY,US,11357-3155,330812010.0,330812010.0,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,41.95,0.0
111-3094591-4984211,2024-07-31+00:00,GxQL71glT,2024-08-01+00:00,2024-08-01+01:23:26,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B00DM9P9M0,693554602600,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,North Andover,MA,US,01845-1015,220093590.0,WHITESTONE,NY,US,11357-3155,330812010.0,330812010.0,ShipTo,District,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,,,,,,,,,,,,,0.16,0.00375,Tax,Metropolitan Commuter Transportation District,Taxable,0.0,41.95
114-9382903-6814601,2024-07-31+00:00,GxN0ThMCT,2024-08-01+00:00,2024-08-01+00:01:58,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,42.95,0.0,2.58,OUR_PRICE,GARNER,NC,US,27529-9438,341830000.0,GREER,SC,US,29651-5545,410450000.0,410450000.0,ShipTo,State,SC,,,,,,,,,,,,,2.58,0.06,Tax,Sales and Use Tax,Taxable,0.0,42.95
114-9382903-6814601,2024-07-31+00:00,GxN0ThMCT,2024-08-01+00:00,2024-08-01+00:01:58,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,42.95,,,OUR_PRICE,GARNER,NC,US,27529-9438,341830000.0,GREER,SC,US,29651-5545,410450000.0,410450000.0,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,42.95,0.0
114-9382903-6814601,2024-07-31+00:00,GxN0ThMCT,2024-08-01+00:00,2024-08-01+00:01:58,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,42.95,,,OUR_PRICE,GARNER,NC,US,27529-9438,341830000.0,GREER,SC,US,29651-5545,410450000.0,410450000.0,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,42.95,0.0
114-9382903-6814601,2024-07-31+00:00,GxN0ThMCT,2024-08-01+00:00,2024-08-01+00:01:58,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,42.95,,,OUR_PRICE,GARNER,NC,US,27529-9438,341830000.0,GREER,SC,US,29651-5545,410450000.0,410450000.0,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0.0,0.0,Tax,,ZeroRated,42.95,0.0
111-7686618-7381830,2024-07-19+00:00,GxmZbSZ8T,2024-08-01+00:00,2024-08-01+09:23:22,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,0.0,2.39,OUR_PRICE,SUFFOLK,VA,US,23435-2142,478000650.0,BELTSVILLE,MD,US,20705-1828,210330000.0,210330000.0,ShipTo,State,MD,,,Y,0.0,0.0,-2.1,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,2.39,0.06,Tax,Sales and Use Tax,Taxable,0.0,39.85
111-7686618-7381830,2024-07-19+00:00,GxmZbSZ8T,2024-08-01+00:00,2024-08-01+09:23:22,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,SUFFOLK,VA,US,23435-2142,478000650.0,BELTSVILLE,MD,US,20705-1828,210330000.0,210330000.0,ShipTo,City,NOT APPLICABLE,,,Y,0.0,0.0,-2.1,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,39.85,0.0
111-7686618-7381830,2024-07-19+00:00,GxmZbSZ8T,2024-08-01+00:00,2024-08-01+09:23:22,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,SUFFOLK,VA,US,23435-2142,478000650.0,BELTSVILLE,MD,US,20705-1828,210330000.0,210330000.0,ShipTo,County,NOT APPLICABLE,,,Y,0.0,0.0,-2.1,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,39.85,0.0
111-7686618-7381830,2024-07-19+00:00,GxmZbSZ8T,2024-08-01+00:00,2024-08-01+09:23:22,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B077TT3HH9,693554602617,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,41.95,0.0,41.95,,,OUR_PRICE,SUFFOLK,VA,US,23435-2142,478000650.0,BELTSVILLE,MD,US,20705-1828,210330000.0,210330000.0,ShipTo,District,NOT APPLICABLE,,,Y,0.0,0.0,-2.1,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,0.0,0.0,Tax,,ZeroRated,39.85,0.0
111-5886484-9212215,2024-07-21+00:00,Gt7rLywwT,2024-08-01+00:00,2024-08-01+06:00:06,2024-08-01+00:00,Amazon.com,A315CZC3OZG9MC,AFN,B005NAK728,V8-VN3S-4YI9,SHIPMENT,MarketplaceFacilitator,Amazon,,1.0,USD,,,,42.95,0.0,42.95,0.0,3.77,OUR_PRICE,Davenport,IA,US,52806,161630280.0,INDIAN MOUND,TN,US,37079-5120,431610000.0,431610000.0,ShipTo,State,TN,,,Y,0.0,0.0,-2.15,PromotionIdAndCouponCode,0.0,13313661.0,Self Funded,ReductionInTaxableBasis,,2.85,0.07,Tax,Sales and Use Tax,Taxable,0.0,40.8
